id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
40487,3,0,1,3,0,0,1,121,1,0,0,0,162.0,0,1,2018-09-19
40488,2,1,1,3,0,0,0,64,0,0,0,0,71.83,1,0,2018-03-22
40489,1,0,0,3,0,0,0,113,2,0,0,0,90.0,0,1,2018-05-31
40490,2,0,0,2,0,0,0,154,1,0,0,0,105.3,1,1,2018-07-15
40491,2,0,2,4,0,0,1,93,1,0,0,0,132.6,0,1,2018-05-31
40492,2,0,2,4,0,0,0,77,0,0,0,0,95.0,1,0,2018-04-24
40493,1,0,1,3,0,0,0,166,0,0,0,0,110.0,0,0,2018-11-01
40494,1,0,2,0,0,0,1,130,1,0,0,0,104.4,0,0,2018-10-29
40495,2,0,0,4,0,0,0,181,1,0,0,0,72.75,0,1,2017-08-06
40496,2,0,0,1,0,0,1,100,1,0,0,0,101.18,1,0,2018-07-28
40497,1,0,0,1,0,0,0,64,2,0,0,0,130.0,0,0,2018-05-17
40498,1,0,1,4,0,0,0,33,2,0,0,0,62.0,0,0,2018-01-17
40499,2,0,2,4,0,0,0,125,1,0,0,0,129.6,1,0,2018-09-14
40500,2,0,2,2,0,0,1,78,1,0,0,0,132.3,1,1,2018-10-21
40501,2,0,2,2,0,0,0,43,0,0,0,0,68.0,0,0,2018-11-19
40502,2,0,1,4,0,0,0,36,1,0,0,0,63.06,0,1,2018-03-13
40503,2,0,2,2,0,0,0,164,1,0,0,0,90.95,0,1,2018-05-30
40504,2,0,0,4,0,0,0,235,1,0,0,0,119.85,0,1,2018-09-09
40505,2,1,0,4,0,0,0,67,1,0,0,0,123.3,2,0,2018-07-25
40506,2,0,0,2,0,0,0,56,0,0,0,0,185.0,0,0,2017-09-15
40507,2,0,1,0,0,0,0,275,1,0,0,0,62.8,0,1,2018-10-04
40508,2,0,2,1,0,0,0,197,1,0,0,0,108.9,0,1,2018-10-08
40509,1,0,0,2,2,0,0,102,1,0,0,0,0.0,0,0,2017-10-16
40510,2,0,1,4,0,0,1,78,1,0,0,0,102.6,3,0,2018-12-26
40511,2,0,0,4,0,0,0,53,0,0,0,0,85.5,2,0,2018-04-26
40512,2,0,2,2,0,0,0,166,0,0,0,0,80.75,0,0,2018-08-24
40513,2,0,1,2,0,0,0,42,0,0,0,0,65.0,0,0,2018-03-04
40514,2,0,0,3,0,0,0,0,0,0,0,0,90.0,0,0,2017-09-08
40515,2,0,2,5,0,0,0,219,1,0,0,0,119.85,1,1,2018-10-03
40516,1,0,0,1,0,0,0,59,0,0,0,0,90.6,0,0,2017-10-29
40517,2,2,0,2,0,0,2,13,1,0,0,0,127.0,2,0,2018-02-12
40518,2,0,2,3,1,0,0,69,1,0,0,0,62.8,0,1,2018-03-20
40519,3,0,2,2,0,0,1,39,1,0,0,0,130.9,2,0,2018-12-23
40520,2,0,0,3,0,0,0,103,1,0,0,0,126.9,1,1,2018-06-09
40521,1,0,0,1,0,1,0,1,2,1,0,2,67.0,0,0,2018-09-27
40522,3,0,1,3,0,0,1,119,1,0,0,0,151.2,1,0,2018-10-07
40523,2,0,2,2,2,0,1,57,1,0,0,0,143.29,1,0,2018-04-21
40524,2,0,1,2,0,0,0,133,0,0,0,0,75.0,0,0,2018-06-19
40525,3,0,1,1,0,0,1,60,1,0,0,0,132.3,3,0,2018-06-17
40526,2,1,1,2,0,0,0,83,0,0,0,0,60.0,0,0,2018-03-18
40527,3,0,0,2,0,0,1,99,1,0,0,0,162.3,0,1,2018-10-27
40528,2,0,1,5,0,0,0,134,0,0,0,0,72.25,0,0,2018-07-04
40529,3,0,2,3,0,0,1,79,1,0,0,0,126.64,2,0,2018-04-24
40530,2,0,1,1,0,0,0,128,1,0,0,0,105.3,2,0,2018-07-02
40531,2,0,2,1,0,0,0,14,0,0,0,0,43.5,0,0,2017-11-18
40532,1,0,0,2,0,1,0,37,1,0,0,0,94.5,0,0,2017-09-16
40533,1,0,1,3,0,0,0,85,1,0,0,0,98.0,0,0,2018-12-03
40534,2,0,1,3,0,0,1,26,0,0,0,0,75.0,1,0,2017-10-17
40535,2,0,2,5,0,0,0,76,1,0,0,0,116.28,0,1,2018-06-11
40536,2,2,2,2,0,0,3,69,1,0,0,0,187.5,0,1,2018-04-02
40537,2,0,1,1,0,0,0,54,0,0,0,0,70.0,0,0,2018-12-31
40538,2,0,0,2,0,0,0,208,1,0,0,0,70.44,0,1,2018-10-27
40539,2,0,0,2,0,0,0,40,0,0,0,0,85.0,1,0,2017-10-24
40540,3,0,1,3,0,0,0,66,1,0,0,0,111.92,1,0,2017-12-31
40541,1,0,2,4,0,0,0,69,0,0,0,0,120.0,0,1,2018-09-12
40542,2,0,1,1,0,0,0,268,1,0,0,0,95.4,0,1,2018-10-03
40543,2,2,2,6,0,0,0,1,1,0,0,0,111.0,0,0,2018-02-02
40544,3,0,1,2,0,0,1,83,1,0,0,0,154.7,1,0,2018-08-04
40545,2,0,1,1,0,0,0,174,0,0,0,0,70.0,1,0,2018-10-10
40546,2,0,0,1,0,0,0,61,0,0,0,0,72.24,1,0,2017-10-26
40547,1,0,2,0,0,0,0,110,0,0,0,0,120.0,0,0,2018-10-09
40548,2,2,2,3,0,0,3,275,1,0,0,0,182.34,2,1,2018-09-18
40549,2,0,0,2,2,0,0,296,0,0,0,0,117.0,1,0,2018-09-21
40550,2,0,2,1,0,0,0,93,0,0,0,0,115.0,1,1,2018-10-16
40551,1,0,0,5,0,0,0,5,1,0,0,0,92.0,0,1,2018-03-01
40552,2,0,1,0,0,0,2,46,1,0,0,0,105.5,1,0,2017-10-03
40553,2,0,2,1,2,0,0,23,0,0,0,0,109.0,1,1,2018-01-02
40554,2,0,0,4,0,0,2,155,1,0,0,0,95.82,0,1,2018-05-14
40555,2,0,0,2,0,0,3,30,1,0,0,0,136.72,0,0,2018-06-21
40556,2,0,1,1,0,0,0,44,0,0,0,0,85.5,0,0,2018-06-17
40557,1,0,0,2,0,0,0,0,4,1,0,1,0.0,0,0,2018-05-21
40558,2,0,0,1,2,0,0,13,0,0,0,0,96.0,0,0,2018-07-26
40559,2,0,0,2,0,0,0,245,0,0,0,0,75.0,0,1,2018-06-18
40560,3,0,0,2,0,0,1,46,1,0,0,0,168.3,0,1,2018-07-04
40561,1,0,0,1,0,0,0,41,0,0,0,0,65.0,1,0,2018-12-27
40562,2,0,0,1,0,0,1,4,1,0,0,0,176.0,2,0,2018-05-26
40563,1,0,1,0,0,0,0,3,2,1,0,1,109.0,0,0,2018-10-08
40564,1,0,2,1,0,0,0,282,0,0,0,0,77.0,0,0,2018-11-12
40565,2,3,0,1,2,0,5,2,4,0,0,0,0.0,0,1,2018-06-13
40566,2,0,0,3,0,0,0,104,0,0,0,0,75.0,0,1,2017-12-03
40567,2,0,2,2,0,0,0,134,1,0,0,0,101.58,2,0,2018-04-29
40568,1,0,2,0,0,0,0,6,1,1,1,0,129.0,0,0,2017-10-24
40569,2,0,2,2,0,0,0,59,0,0,0,0,85.0,1,0,2018-07-24
40570,2,0,2,2,0,0,0,226,1,0,0,0,70.0,0,1,2018-10-28
40571,2,0,1,1,0,0,0,275,1,0,0,0,62.8,1,1,2018-06-04
40572,2,0,2,5,0,0,1,126,1,0,0,0,111.35,0,1,2018-05-29
40573,2,0,0,4,0,0,0,228,1,0,0,0,102.85,1,1,2018-08-05
40574,2,0,2,6,2,0,0,107,1,0,0,0,141.0,1,1,2018-05-21
40575,2,0,2,2,0,0,0,9,0,0,0,0,69.0,0,0,2017-12-06
40576,2,0,2,1,0,0,0,168,0,0,0,0,85.0,0,1,2018-05-22
40577,2,0,1,2,0,0,0,103,0,0,0,0,58.0,0,0,2018-02-12
40578,2,0,0,3,0,0,0,122,0,0,0,0,85.0,1,0,2018-04-15
40579,1,0,0,0,0,0,0,0,0,0,0,0,111.2,0,0,2017-09-20
40580,2,1,2,1,1,0,5,51,1,0,0,0,181.19,1,0,2018-08-22
40581,1,0,2,3,0,0,0,25,0,0,0,0,69.0,0,0,2017-11-27
40582,2,0,1,3,0,0,0,99,0,0,0,0,80.0,0,1,2018-05-19
40583,2,2,0,1,0,0,3,77,1,0,0,0,198.9,2,0,2018-05-13
40584,1,0,2,1,0,0,1,56,1,0,0,0,140.4,0,0,2018-05-13
40585,2,0,2,0,0,0,1,162,1,0,0,0,114.3,0,1,2018-07-24
40586,1,0,0,2,2,0,0,39,0,0,0,0,87.0,0,0,2017-08-14
40587,2,0,0,2,0,0,0,163,1,0,0,0,96.3,1,0,2018-08-26
40588,2,0,0,2,0,0,0,19,0,0,0,0,38.67,0,1,2018-03-22
40589,2,0,2,2,0,0,0,115,0,0,0,0,91.0,0,0,2018-02-27
40590,2,0,1,5,0,0,1,6,0,0,0,0,70.0,2,0,2018-12-27
40591,3,0,0,3,0,0,1,35,1,0,0,0,152.1,0,1,2018-04-15
40592,2,0,0,3,2,0,0,52,0,0,0,0,106.25,0,0,2018-10-23
40593,2,0,2,2,0,0,0,19,1,0,0,0,165.75,2,0,2018-11-04
40594,2,1,1,1,0,0,0,71,0,0,0,0,93.08,0,0,2018-06-10
40595,2,0,2,1,0,0,1,59,0,0,0,0,60.0,0,0,2018-01-29
40596,2,0,1,2,0,0,0,59,0,0,0,0,75.0,0,0,2018-11-11
40597,1,0,1,4,0,0,0,57,1,0,0,0,112.2,2,0,2018-07-18
40598,2,0,0,4,0,0,1,69,1,0,0,0,110.08,1,0,2018-04-18
40599,2,0,0,1,0,0,0,110,0,0,0,0,70.0,0,0,2017-12-09
40600,2,0,2,2,0,0,0,30,0,0,0,0,140.0,0,0,2018-06-02
40601,3,0,2,1,0,0,1,16,1,0,0,0,173.67,1,0,2018-07-31
40602,2,0,0,2,2,0,0,273,0,0,0,0,109.0,0,0,2017-08-17
40603,2,0,2,2,0,0,0,151,1,0,0,0,103.09,0,1,2018-07-02
40604,2,0,2,5,0,0,1,173,1,0,0,0,114.75,1,1,2018-08-13
40605,3,0,1,4,0,0,1,48,1,0,0,0,168.3,2,0,2018-09-08
40606,2,0,2,1,2,0,0,110,0,0,0,0,94.5,0,1,2017-07-25
40607,2,0,0,2,2,0,0,315,0,0,0,0,160.0,1,1,2018-09-30
40608,2,0,0,3,1,0,0,160,1,0,0,0,94.5,0,1,2018-07-14
40609,2,0,0,4,0,1,0,6,0,0,0,0,58.0,0,0,2017-12-27
40610,3,0,2,1,0,0,1,93,1,0,0,0,159.3,0,1,2018-08-31
40611,2,0,0,3,0,0,0,114,1,0,0,0,75.0,0,1,2018-11-01
40612,2,0,0,2,0,0,0,116,0,0,0,0,76.0,1,0,2018-02-28
40613,2,0,2,0,0,0,0,99,1,0,0,0,114.3,0,1,2018-07-24
40614,1,0,0,3,0,0,0,308,1,0,0,0,78.3,0,1,2018-11-23
40615,1,0,1,2,0,0,0,127,0,0,0,0,80.0,0,0,2018-04-28
40616,2,1,2,0,0,0,0,61,1,0,0,0,121.5,0,1,2018-07-10
40617,1,0,0,3,0,0,0,122,1,0,0,0,68.0,3,0,2018-08-10
40618,1,0,0,1,0,0,0,63,1,0,0,0,102.6,0,1,2018-10-25
40619,2,0,0,1,2,0,0,220,0,0,0,0,146.0,1,0,2018-04-29
40620,2,0,0,1,0,0,1,14,1,0,0,0,166.0,0,0,2018-06-29
40621,2,0,0,4,0,0,0,167,0,0,0,0,81.25,2,0,2018-07-07
40622,2,0,0,1,1,0,0,120,1,0,0,0,109.65,0,1,2018-09-30
40623,2,2,2,4,0,0,2,76,1,0,0,0,127.38,0,1,2018-04-24
40624,1,0,2,0,0,0,0,5,2,1,0,1,65.0,0,0,2018-09-27
40625,2,0,1,1,0,0,0,40,1,0,0,0,196.0,0,0,2017-09-26
40626,2,0,0,4,0,0,0,327,0,0,0,0,76.0,0,0,2017-09-09
40627,2,0,1,2,0,0,0,256,0,0,0,0,76.67,0,0,2018-09-14
40628,2,2,1,1,0,0,3,34,1,0,0,0,162.35,0,1,2018-06-20
40629,2,0,2,2,0,0,0,102,1,0,0,0,72.25,1,1,2017-12-04
40630,2,0,2,2,0,0,0,28,0,0,0,0,100.0,1,0,2017-10-11
40631,3,0,2,2,0,0,1,168,1,0,0,0,130.05,1,1,2018-08-15
40632,2,0,1,3,0,0,0,116,1,0,0,0,104.85,1,0,2018-10-31
40633,2,0,0,1,0,0,0,55,0,0,0,0,80.0,0,0,2018-04-06
40634,2,1,1,4,0,0,0,34,1,0,0,0,134.75,0,1,2017-10-19
40635,2,0,0,2,1,1,0,1,1,1,11,10,78.0,1,0,2018-01-16
40636,2,0,0,2,1,0,0,217,1,0,0,0,88.5,0,1,2018-08-17
40637,3,0,0,2,0,0,1,204,1,0,0,0,141.3,0,1,2018-10-07
40638,3,0,0,3,0,0,1,35,1,0,0,0,136.62,2,0,2018-04-19
40639,1,0,0,2,2,0,0,5,1,0,0,0,0.0,0,0,2017-12-31
40640,1,0,0,3,0,0,0,166,1,0,0,0,110.0,0,1,2018-11-19
40641,2,0,1,4,0,0,1,78,1,0,0,0,149.4,1,0,2018-09-05
40642,2,0,2,5,0,0,0,89,1,0,0,0,72.25,3,0,2017-11-15
40643,2,0,2,4,0,0,1,92,1,0,0,0,132.6,0,1,2018-05-06
40644,2,0,1,2,0,0,0,273,0,0,0,0,95.0,0,1,2018-05-05
40645,2,0,2,3,0,0,0,151,1,0,0,0,122.76,1,0,2018-10-29
40646,2,0,2,5,0,0,1,144,1,0,0,0,112.2,1,1,2018-09-04
40647,2,0,1,2,0,0,0,315,1,0,0,0,160.0,0,1,2018-12-30
40648,2,0,1,2,0,0,0,57,0,0,0,0,90.67,1,1,2018-04-10
40649,1,0,2,2,0,0,0,67,1,0,0,0,80.75,1,0,2018-10-17
40650,2,0,0,3,0,0,1,208,1,0,0,0,150.45,1,0,2018-09-08
40651,2,0,0,3,0,0,2,44,1,0,0,0,75.76,0,0,2018-11-02
40652,1,0,0,3,0,0,0,36,0,0,0,0,71.0,0,0,2018-01-19
40653,2,0,0,2,0,0,0,54,0,0,0,0,81.0,0,0,2018-10-16
40654,1,0,0,2,0,0,0,82,1,0,0,0,81.9,0,0,2018-04-01
40655,2,0,0,4,0,0,0,73,0,0,0,0,72.25,2,0,2018-07-09
40656,2,1,0,4,0,0,1,74,1,0,0,0,119.16,3,0,2018-09-04
40657,2,0,0,4,0,0,0,304,0,0,0,0,89.0,1,0,2018-11-03
40658,2,0,1,3,0,0,0,219,1,0,0,0,90.95,1,0,2018-08-22
40659,2,0,1,3,0,0,0,159,1,0,0,0,114.75,1,1,2018-05-22
40660,2,0,0,1,0,0,0,14,0,0,0,0,160.0,0,1,2018-09-15
40661,2,2,2,5,0,0,3,151,1,0,0,0,162.0,0,1,2018-08-14
40662,2,0,2,2,0,0,0,332,1,0,0,0,77.23,3,0,2018-09-17
40663,2,0,0,3,2,0,0,37,0,0,0,0,112.0,0,0,2017-10-13
40664,3,0,0,3,0,0,1,38,1,0,0,0,168.3,1,1,2018-08-10
40665,1,0,1,1,0,0,0,32,0,0,0,0,85.0,0,0,2018-07-25
40666,2,0,1,1,0,0,0,32,0,0,0,0,73.0,0,0,2017-11-05
40667,2,0,2,4,0,0,1,56,1,0,0,0,130.05,0,1,2018-04-16
40668,2,0,0,5,0,0,1,36,1,0,0,0,131.4,0,1,2018-08-02
40669,2,0,1,1,0,0,0,32,0,0,0,0,105.0,0,0,2018-07-24
40670,1,0,0,2,1,0,0,181,1,0,0,0,78.48,0,1,2018-08-11
40671,2,0,1,1,0,0,1,83,1,0,0,0,132.3,0,1,2018-10-10
40672,2,0,0,3,1,0,0,113,0,0,0,0,85.0,0,1,2018-05-10
40673,2,0,0,2,0,0,0,100,0,0,0,0,105.0,0,1,2018-10-13
40674,3,0,0,1,0,0,1,103,1,0,0,0,151.2,0,1,2018-10-21
40675,2,0,0,1,0,0,2,1,4,0,0,0,0.0,1,0,2018-01-08
40676,2,0,1,2,0,1,1,16,1,0,0,0,138.0,1,0,2018-06-20
40677,2,0,2,3,0,0,0,100,1,0,0,0,129.6,0,0,2018-09-25
40678,2,0,0,3,0,0,0,203,0,0,0,0,72.25,0,0,2018-08-18
40679,1,0,1,1,0,0,1,0,1,0,0,0,159.0,0,0,2018-05-06
40680,2,2,2,3,0,0,5,151,1,0,0,0,300.0,0,1,2018-07-03
40681,2,0,1,5,0,0,1,74,1,0,0,0,149.4,0,1,2018-09-19
40682,2,1,2,5,0,0,0,143,1,0,0,0,103.7,1,0,2018-08-16
40683,2,0,2,0,0,0,1,174,1,0,0,0,115.2,2,1,2018-06-01
40684,2,0,0,4,0,0,1,103,0,0,0,0,81.16,0,0,2018-04-26
40685,1,0,0,2,0,0,1,21,1,0,0,0,210.0,2,0,2018-11-08
40686,2,0,1,3,0,0,2,11,1,0,0,0,83.58,1,0,2017-12-19
40687,2,0,0,3,0,0,0,276,0,0,0,0,95.0,0,0,2018-09-22
40688,2,0,0,1,2,0,0,4,1,0,0,0,129.0,0,1,2018-02-06
40689,1,0,0,2,0,0,0,14,1,0,0,0,116.0,0,1,2017-09-17
40690,3,0,3,7,0,0,0,70,1,0,0,0,150.45,2,1,2018-05-11
40691,2,0,2,1,2,0,0,110,0,0,0,0,94.5,0,1,2018-07-26
40692,1,0,2,5,0,0,0,6,1,0,0,0,70.0,0,1,2018-02-28
40693,2,0,0,3,0,0,0,230,1,0,0,0,96.3,0,1,2018-10-20
40694,2,0,1,2,0,0,0,57,0,0,0,0,85.5,0,0,2018-04-11
40695,2,1,0,2,0,0,2,17,1,0,0,0,104.25,2,0,2018-11-21
40696,2,0,0,3,2,0,0,86,1,0,0,0,122.0,0,0,2018-12-03
40697,3,0,0,2,0,0,1,240,1,0,0,0,159.3,1,0,2018-09-30
40698,2,0,2,5,0,0,0,156,1,0,0,0,91.38,2,0,2018-08-30
40699,1,0,2,2,0,0,0,280,1,0,0,0,73.95,2,0,2018-11-19
40700,2,0,0,3,0,0,1,42,1,0,0,0,69.22,1,0,2018-03-02
40701,2,0,0,1,0,0,0,166,0,0,0,0,110.0,0,1,2018-11-01
40702,1,0,2,4,0,0,3,4,1,0,0,0,200.75,0,0,2017-09-19
40703,2,0,0,1,0,0,0,44,0,0,0,0,75.0,0,0,2018-04-08
40704,2,0,0,3,0,0,0,304,1,0,0,0,89.0,1,1,2018-11-03
40705,2,1,0,3,0,0,3,12,1,0,0,0,165.0,2,0,2017-08-05
40706,1,0,2,2,0,0,1,19,1,0,0,0,150.45,0,1,2018-06-03
40707,2,0,0,2,0,0,1,115,1,0,0,0,127.8,2,0,2018-08-16
40708,2,0,0,3,0,0,0,51,0,0,0,0,85.5,1,0,2018-06-22
40709,2,0,0,2,1,0,0,113,1,0,0,0,116.1,0,0,2018-09-09
40710,2,0,0,3,0,0,1,28,0,0,0,0,108.42,0,0,2018-06-02
40711,2,0,0,2,2,0,0,0,0,0,0,0,109.0,0,0,2017-08-15
40712,2,0,1,2,0,0,0,99,0,0,0,0,65.0,0,1,2018-10-30
40713,2,2,0,1,0,0,3,66,1,0,0,0,177.66,1,1,2018-09-03
40714,1,0,1,2,0,0,0,60,0,0,0,0,60.0,1,1,2017-10-07
40715,2,2,0,3,0,0,3,4,1,0,0,0,221.0,0,1,2018-05-06
40716,2,0,0,4,1,0,0,109,1,0,0,0,94.35,0,0,2018-05-04
40717,2,2,1,3,0,0,3,28,1,0,0,0,207.63,1,0,2018-05-20
40718,2,0,1,1,2,0,0,7,0,0,0,0,112.0,0,1,2018-05-21
40719,2,2,2,1,1,0,3,27,1,0,0,0,156.6,0,1,2018-12-03
40720,3,0,1,1,0,0,1,151,1,0,0,0,137.7,0,1,2018-08-03
40721,2,0,0,3,0,0,0,152,1,0,0,0,114.3,1,1,2018-08-05
40722,2,1,1,3,0,0,0,131,1,0,0,0,114.75,1,1,2018-07-25
40723,2,0,0,2,0,0,0,42,0,0,0,0,105.0,0,1,2018-04-21
40724,2,0,1,3,1,0,0,121,1,0,0,0,103.5,1,0,2018-07-21
40725,2,0,2,3,2,0,0,120,1,0,0,0,88.38,0,0,2017-07-20
40726,2,1,2,3,0,0,0,23,0,0,0,0,85.0,0,0,2018-10-30
40727,3,0,1,2,0,0,0,80,1,0,0,0,95.24,1,0,2018-04-03
40728,2,0,2,2,0,0,0,86,0,0,0,0,65.0,1,0,2018-04-17
40729,1,0,0,1,0,0,1,19,1,1,11,20,78.6,1,0,2018-01-26
40730,2,0,0,3,0,0,0,130,0,0,0,0,110.0,0,0,2018-06-08
40731,3,0,2,4,0,0,0,100,1,0,0,0,100.84,3,0,2018-03-28
40732,1,0,0,1,0,1,0,7,2,1,0,2,67.0,0,0,2018-10-13
40733,2,1,0,3,0,0,1,44,0,0,0,0,60.0,1,0,2017-10-31
40734,1,0,0,3,0,0,0,113,0,0,0,0,100.0,0,1,2018-05-31
40735,2,0,1,2,0,0,0,290,1,0,0,0,72.0,0,0,2018-06-20
40736,2,0,2,2,0,0,1,77,1,0,0,0,99.45,0,0,2018-04-17
40737,2,0,1,4,0,0,0,349,0,0,0,0,90.0,1,1,2018-10-04
40738,2,0,2,0,1,0,0,111,1,0,0,0,68.85,0,1,2017-07-10
40739,2,0,2,3,0,0,0,44,0,0,0,0,75.0,0,0,2018-02-20
40740,2,0,0,3,0,0,0,151,0,0,0,0,71.0,1,0,2018-01-19
40741,2,0,2,1,0,0,1,130,1,0,0,0,104.4,0,0,2018-10-29
40742,2,1,0,1,1,0,0,2,1,0,0,0,93.56,1,0,2018-08-23
40743,2,0,1,1,1,0,0,152,1,0,0,0,94.5,0,1,2018-07-11
40744,2,0,1,0,0,0,1,21,1,0,0,0,64.22,1,0,2018-01-11
40745,2,0,1,1,0,0,0,124,0,0,0,0,72.25,0,0,2018-08-08
40746,2,0,1,3,0,0,0,322,0,0,0,0,90.0,0,1,2018-05-19
40747,2,0,1,2,0,0,0,208,0,0,0,0,80.75,1,0,2018-10-30
40748,3,0,1,2,0,0,1,94,1,0,0,0,150.3,1,1,2018-08-12
40749,1,0,2,5,0,0,0,32,0,0,0,0,43.43,1,0,2018-02-08
40750,1,0,0,3,0,0,1,26,1,0,0,0,120.12,1,0,2018-05-15
40751,1,0,1,1,2,0,0,71,0,0,0,0,98.0,0,0,2018-05-22
40752,2,0,0,2,0,0,0,36,0,0,0,0,85.0,0,0,2018-10-25
40753,2,0,2,1,0,0,0,116,1,0,0,0,108.0,1,0,2018-10-31
40754,2,1,0,2,0,0,0,66,1,0,0,0,152.1,2,0,2018-08-19
40755,3,0,0,4,0,0,0,140,0,0,0,0,105.4,2,0,2018-08-31
40756,1,0,1,0,0,0,0,3,2,1,0,4,65.0,0,0,2018-06-20
40757,2,0,1,1,0,0,0,206,1,0,0,0,96.3,1,1,2018-07-30
40758,1,0,0,2,0,0,0,65,0,0,0,0,73.0,0,0,2017-11-20
40759,2,2,2,2,0,0,3,5,1,0,0,0,237.6,0,1,2018-08-13
40760,2,0,1,3,0,0,0,189,1,0,0,0,90.95,1,0,2018-07-25
40761,1,0,1,1,0,0,0,33,1,0,0,0,62.2,0,0,2018-03-02
40762,1,0,0,3,0,0,0,19,0,1,0,0,80.0,0,0,2017-10-06
40763,2,2,1,2,0,0,3,127,1,0,0,0,187.85,0,1,2018-06-28
40764,2,0,2,5,0,0,0,136,0,0,0,0,86.36,0,0,2018-08-22
40765,1,0,0,2,0,0,0,32,1,0,0,0,130.5,0,1,2018-09-02
40766,2,0,2,5,0,0,0,97,1,0,0,0,135.9,0,1,2018-09-09
40767,2,0,2,1,0,0,1,75,1,0,0,0,103.7,1,0,2018-04-16
40768,2,0,1,3,0,0,0,74,0,0,0,0,80.75,1,0,2018-05-09
40769,2,0,0,1,0,0,1,162,1,0,0,0,118.8,0,1,2018-08-27
40770,2,0,2,2,0,1,3,63,1,0,0,0,103.95,3,0,2018-09-04
40771,2,0,2,3,0,0,1,77,1,0,0,0,149.4,1,0,2018-09-18
40772,2,0,2,4,0,0,0,235,1,0,0,0,90.95,0,1,2018-07-28
40773,2,1,0,5,2,1,0,140,1,0,0,0,173.25,2,0,2018-08-05
40774,2,0,1,1,1,0,0,207,1,0,0,0,85.5,0,1,2018-08-13
40775,2,0,1,3,0,0,0,285,0,0,0,0,100.0,0,0,2018-10-03
40776,2,0,1,0,0,0,0,258,0,0,0,0,110.0,0,1,2018-10-15
40777,2,0,0,3,0,0,0,151,0,0,0,0,86.5,0,1,2018-01-19
40778,2,0,0,3,0,0,0,112,0,0,0,0,100.0,0,0,2018-03-02
40779,2,0,2,1,0,0,0,210,0,0,0,0,72.75,0,0,2017-10-08
40780,2,1,0,3,0,0,0,143,1,0,0,0,90.0,2,0,2018-08-25
40781,2,0,0,2,0,0,0,129,1,0,0,0,126.9,1,0,2018-05-13
40782,2,0,1,3,0,0,0,109,1,0,0,0,114.25,0,1,2018-12-26
40783,2,1,1,5,0,0,0,172,1,0,0,0,123.25,0,1,2018-07-25
40784,2,2,0,1,0,0,3,3,1,0,0,0,196.0,2,0,2018-04-24
40785,2,2,0,4,0,0,3,210,1,0,0,0,167.95,0,1,2018-08-02
40786,1,0,2,3,0,0,0,269,2,0,0,0,80.0,0,0,2018-12-11
40787,3,0,2,3,0,0,1,132,1,0,0,0,121.37,0,1,2018-07-15
40788,2,0,0,2,0,0,4,15,4,0,0,0,0.0,1,0,2017-10-05
40789,2,0,1,2,0,0,0,86,0,0,0,0,120.0,1,0,2018-05-20
40790,2,0,0,2,0,0,0,107,0,0,0,0,130.0,1,1,2018-06-10
40791,1,0,0,2,0,1,0,0,2,1,0,2,65.0,0,0,2018-10-19
40792,2,0,0,1,0,0,0,0,1,0,0,0,40.0,0,1,2018-09-28
40793,2,0,1,2,0,0,0,287,1,0,0,0,90.95,1,0,2018-10-19
40794,2,1,0,4,0,0,0,29,1,0,0,0,68.07,1,1,2018-11-23
40795,3,0,0,3,0,0,1,82,1,0,0,0,137.7,1,0,2018-07-04
40796,1,0,0,2,1,0,0,138,1,0,0,0,79.2,1,1,2018-11-22
40797,2,0,0,1,0,0,5,3,4,0,0,0,0.0,0,0,2017-12-10
40798,2,0,0,3,2,0,0,107,1,0,0,0,139.5,1,1,2018-07-14
40799,2,0,1,2,0,0,0,77,0,0,0,0,75.0,0,0,2018-11-14
40800,2,0,1,5,0,0,0,14,0,0,0,0,70.0,0,0,2018-01-31
40801,2,0,0,2,0,0,0,126,0,0,0,0,89.24,1,0,2018-09-04
40802,1,0,1,2,0,0,0,57,1,0,0,0,90.9,0,1,2018-06-28
40803,2,0,1,3,0,0,0,109,0,0,0,0,75.0,0,0,2018-05-30
40804,2,0,1,2,0,0,0,121,1,0,0,0,65.45,1,0,2018-11-21
40805,3,0,0,2,0,0,1,201,1,0,0,0,137.0,0,1,2018-05-06
40806,2,1,0,4,1,0,0,1,1,0,0,0,97.0,3,0,2018-11-15
40807,2,0,0,2,0,0,0,112,0,0,0,0,130.0,0,0,2018-06-02
40808,2,0,1,3,0,0,0,119,1,0,0,0,114.3,0,1,2018-07-07
40809,2,0,1,3,0,0,1,127,1,0,0,0,143.1,0,1,2018-10-10
40810,2,1,0,2,0,0,0,64,1,0,0,0,143.1,0,1,2018-03-24
40811,2,0,2,5,0,0,0,208,1,0,0,0,90.95,0,1,2018-07-04
40812,2,0,0,4,0,0,0,129,1,0,0,0,114.3,1,1,2018-08-08
40813,2,2,0,1,0,0,3,4,1,0,0,0,182.0,2,0,2018-06-28
40814,2,0,1,3,0,0,0,261,1,0,0,0,73.95,1,0,2018-12-26
40815,2,2,0,1,0,0,3,5,1,0,0,0,221.0,0,1,2018-06-03
